applicant_id,application_date,age,gender,education_level,employment_type,marital_status,family_size,number_of_dependents,location_type,monthly_income_inr,spouse_income_inr,monthly_expenses_inr,monthly_savings_inr,monthly_utility_bills_inr,property_value_inr,vehicle_value_inr,total_investments_inr,outstanding_loan_amount_inr,loan_amount_applied_inr,years_current_employment,banking_relationship_years,monthly_business_revenue_inr,daily_mobile_hours,monthly_digital_transactions,avg_transaction_amount_inr,social_media_accounts_count,mobile_app_usage_intensity_score,digital_payment_adoption_score,utility_payment_regularity_score,location_stability_score,mobile_banking_usage_score,payment_reliability_score,financial_health_score,stability_index,timeliness_score,repayment_ability_score,loan_type,interest_rate,probability_of_default,consent_status,city,risk_category
E4964,2025-05-23,34,Male,Graduate,Professional,Married,2,0,Tier2,66141,21131,51538,13559,6609,0,81315,224676,406103,2000000,29.6,16.0,0,6.5,42,2250,4,67,90,70,120,95,50,35,60,68,30,personal loan,18.18,0.5325441288409902,Full Consent,Veraval,High Risk
F8761,2025-04-10,25,Male,Graduate,Professional,Single,1,0,Metro,75258,0,40454,31416,2135,0,211312,0,478030,1078695,9.8,7.0,0,11.9,54,3785,6,91,83,95,120,95,78,65,59,84,70,auto loan,11.74,0.26247509071527847,Full Consent,Ahmedabad,Medium Risk
F7684,2024-09-27,25,Male,Graduate,Salaried,Married,4,2,Tier2,64792,27365,28175,34871,25144,658465,70825,444532,146063,486878,27.3,5.6,0,9.1,50,3489,4,86,83,95,120,95,69,93,82,95,80,credit card,29.98,0.08993557529269033,Full Consent,Nadiad,Low Risk
B4010,2024-11-02,25,Male,Graduate,Professional,Single,1,0,Tier2,40000,0,24778,14423,2375,0,0,0,137711,203915,26.8,7.0,0,7.7,70,923,4,75,84,88,120,95,71,47,61,79,44,personal loan,18.06,0.1684921323835691,Full Consent,Porbandar,Low Risk
D4695,2024-06-02,40,Male,Graduate,Salaried,Married,5,3,Tier2,55262,0,35269,16147,13649,0,86520,0,273509,5305152,10.5,22.0,0,5.1,21,6550,5,45,69,95,120,92,27,10,7,17,5,home loan,10.68,0.92,Full Consent,Navsari,Very High Risk
D8699,2025-03-02,45,Male,Post Graduate,Salaried,Single,1,0,Tier1,65573,0,33892,30364,4644,0,215151,528171,361897,1646185,13.0,27.0,0,5.2,21,4138,2,53,54,95,120,95,76,79,82,95,76,home loan,10.49,0.11681893405386344,Full Consent,Jamnagar,Low Risk
E2709,2025-05-23,41,Female,Diploma,Salaried,Single,1,0,Tier1,54005,0,27806,25320,4715,0,134942,0,379959,3732605,31.4,22.2,0,4.6,43,2355,2,71,71,89,120,95,44,19,34,49,5,home loan,10.61,0.56016123113519,Full Consent,Rajkot,High Risk
D2892,2025-01-22,29,Male,Graduate,Salaried,Single,1,0,Tier2,127741,0,69584,56147,487,0,0,577435,122356,303861,9.8,11.0,0,6.2,64,2548,7,77,87,95,120,95,84,87,68,95,85,credit card,30.54,0.09313977362298817,Full Consent,Valsad,Low Risk
A9092,2024-11-16,37,Male,Diploma,Self Employed,Married,4,2,Tier2,40000,21117,22100,14105,18345,0,62543,0,104811,349372,26.6,19.0,54279,7.2,24,1576,3,59,74,93,120,95,82,51,62,93,58,auto loan,11.49,0.03401187547197884,Full Consent,Veraval,Low Risk
B3809,2024-07-22,29,Female,Diploma,Salaried,Married,5,3,Tier2,40000,26599,21343,15560,22247,0,0,115687,66221,220739,14.9,11.0,0,3.9,39,1577,2,60,72,95,120,95,78,58,58,95,58,personal loan,17.96,0.12397493092134504,Full Consent,Anand,Low Risk
A8156,2024-11-26,56,Female,Post Graduate,Salaried,Married,4,2,Metro,40000,17956,26715,10737,13111,0,0,116312,119364,1078155,30.0,0.5,0,2.4,23,5414,3,39,45,92,120,78,66,41,65,60,49,home loan,10.38,0.3944659286764711,Full Consent,Surat,Medium Risk
A1066,2024-08-09,48,Female,Post Graduate,Professional,Single,1,0,Metro,67378,0,47046,17404,5006,0,0,454008,164536,548455,29.5,17.5,0,5.7,28,6965,4,74,62,87,120,87,69,61,90,95,60,personal loan,17.92,0.11636171834060921,Full Consent,Surat,Low Risk
C7141,2024-10-16,58,Female,Graduate,Salaried,Married,4,2,Metro,40915,30531,23071,14711,11902,0,0,0,165731,3927840,30.1,11.9,0,3.6,16,3827,2,49,26,95,120,80,36,10,17,18,5,home loan,10.53,0.8279465062125293,Full Consent,Vadodara,Very High Risk
C4406,2025-02-21,32,Male,Graduate,Salaried,Married,3,1,Tier2,69454,0,35982,30746,11548,0,0,0,233582,6667584,25.1,14.0,0,8.8,58,1768,7,94,73,95,120,95,39,10,5,6,5,home loan,10.11,0.906360424191403,Full Consent,Anand,Very High Risk
B2108,2024-09-24,25,Male,Graduate,Professional,Single,1,0,Tier2,40000,0,26369,11294,1014,0,0,0,212499,897374,30.3,7.0,0,6.0,73,1137,6,77,91,89,120,95,56,22,49,61,41,personal loan,18.37,0.40307096080004323,Full Consent,Godhra,Medium Risk
A8008,2025-04-10,25,Male,Graduate,Salaried,Single,1,0,Tier2,48626,0,29746,16978,5558,0,86610,0,175339,833080,25.1,7.0,0,7.2,57,1807,4,75,77,95,120,95,68,37,45,76,51,education loan,12.22,0.11593020667877181,Full Consent,Veraval,Low Risk
E6232,2025-06-18,37,Female,Graduate,Salaried,Married,2,0,Metro,40000,22574,19966,16035,9281,0,113683,0,255411,1465626,22.3,19.0,0,7.8,33,1215,2,70,58,80,120,95,50,14,45,65,21,business loan,14.74,0.4297284699073372,Full Consent,Ahmedabad,High Risk
C7912,2024-07-12,38,Male,Graduate,Professional,Married,4,2,Tier2,69295,24135,33335,35205,13049,1719966,243547,575224,242386,3412710,6.2,20.0,0,3.7,27,3893,5,43,74,95,120,95,51,55,66,76,38,business loan,14.68,0.4254626534418276,Full Consent,Anand,High Risk
A1488,2025-02-27,25,Female,Graduate,Salaried,Married,2,0,Tier2,79500,0,54472,23727,6878,0,209730,0,408659,1500000,14.1,7.0,0,11.2,74,3235,6,78,84,91,120,95,72,54,58,75,68,auto loan,11.61,0.11195540788362338,Full Consent,Bharuch,Low Risk
D7904,2024-07-20,40,Male,Graduate,Salaried,Married,5,3,Metro,73250,21915,31180,41467,7314,0,0,454627,375025,5000000,6.1,22.0,0,5.3,28,7084,2,69,79,95,120,95,38,12,23,51,5,business loan,13.86,0.6967706629215805,Full Consent,Surat,Very High Risk
C6598,2025-02-23,28,Female,Graduate,Self Employed,Single,1,0,Tier2,90595,0,50470,39342,6838,0,258231,0,113768,140378,16.4,10.0,190959,6.6,48,5348,5,85,88,95,120,95,87,63,50,90,77,credit card,30.26,0.1169542508487185,Full Consent,Patan,Low Risk
C7099,2024-10-10,50,Female,Diploma,Self Employed,Married,4,2,Metro,96276,0,42025,53362,23097,6243378,708532,2464871,171502,2161106,31.3,27.2,208261,1.3,10,20174,1,38,40,95,120,95,90,95,90,95,90,home loan,9.27,0.09741935777757804,Full Consent,Ahmedabad,Low Risk
C9793,2024-11-23,25,Female,Post Graduate,Salaried,Single,1,0,Tier2,45168,0,31480,10471,2454,0,28701,0,124243,189187,27.6,7.0,0,9.5,47,2085,7,93,71,91,120,95,69,32,55,77,49,credit card,30.38,0.12087131301053555,Full Consent,Nadiad,Low Risk
D4696,2024-07-18,41,Female,Graduate,Salaried,Married,3,1,Metro,93815,26944,39049,52349,4709,3245108,216659,614455,499429,604482,11.0,23.0,0,4.5,36,6888,4,73,65,95,120,95,75,95,90,95,90,education loan,12.19,0.12019060204708189,Full Consent,Ahmedabad,Low Risk
D9273,2025-05-12,25,Male,Graduate,Salaried,Married,2,0,Tier2,40000,28209,21381,15023,10576,0,0,0,173240,594689,10.5,7.0,0,9.6,55,1611,4,80,78,95,120,95,74,49,56,74,49,education loan,12.12,0.20575010316157644,Full Consent,Mehsana,Medium Risk
D8544,2024-12-01,56,Male,Post Graduate,Salaried,Single,1,0,Metro,59385,0,34061,23454,5274,0,110453,637560,182861,380994,21.5,18.7,0,1.1,15,11079,3,26,31,95,120,74,87,80,90,95,83,gold loan,12.02,0.06184706218630141,Full Consent,Ahmedabad,Low Risk
F3065,2025-01-05,40,Male,Diploma,Self Employed,Married,5,3,Tier1,50811,18684,24573,22260,14932,0,139272,0,194767,1868323,0.5,22.0,72487,5.6,40,1229,2,73,69,95,120,78,35,49,38,43,22,home loan,10.77,0.40054475296693437,Full Consent,Bhavnagar,Medium Risk
C2994,2025-03-16,43,Male,Diploma,Salaried,Married,5,3,Metro,72535,0,29473,40347,28716,0,263053,0,528557,2000000,28.4,2.2,0,3.3,33,5808,5,56,67,89,120,95,63,38,47,60,56,education loan,12.66,0.38259519718198376,Full Consent,Ahmedabad,Medium Risk
E7924,2024-11-15,43,Male,Graduate,Professional,Married,4,2,Tier1,51668,32949,24305,26475,17607,0,0,0,192782,3720096,8.6,3.4,0,7.7,41,1210,5,59,77,90,120,91,29,10,24,35,5,business loan,14.73,0.8527692925605794,Full Consent,Rajkot,Very High Risk
C4825,2025-01-26,39,Female,Diploma,Salaried,Single,1,0,Tier2,89434,0,57351,28381,1370,4098811,386822,720388,416992,1500000,24.2,14.0,0,6.8,32,3024,4,73,70,95,120,95,73,95,90,95,81,auto loan,10.27,0.15216831544637968,Full Consent,Patan,Low Risk
D3420,2024-12-30,42,Male,Graduate,Salaried,Single,1,0,Tier1,40000,0,29746,7677,6091,0,0,138804,146141,382576,22.7,24.0,0,3.9,25,2913,4,58,49,79,120,95,71,41,79,92,47,personal loan,18.48,0.0700412790074941,Full Consent,Bhavnagar,Low Risk
A5513,2024-06-05,25,Male,Diploma,Professional,Single,1,0,Tier1,65009,0,22826,40094,1275,1100386,0,440692,294532,1500000,30.2,7.0,0,7.7,12,10008,3,72,75,95,120,95,81,89,86,95,90,auto loan,10.37,0.10790480080040478,Full Consent,Rajkot,Low Risk
E3181,2025-04-27,29,Male,Diploma,Self Employed,Married,3,1,Tier2,96887,0,65070,29324,16499,1878222,0,0,345749,1283959,17.1,11.0,163319,5.9,27,3395,2,56,62,84,120,95,67,90,90,95,76,personal loan,18.92,0.13193473521138463,Full Consent,Veraval,Low Risk
D7266,2025-03-13,40,Male,Graduate,Salaried,Married,2,0,Tier1,80919,0,40288,40216,1162,3336793,575791,848128,201686,1857097,29.9,22.0,0,5.2,31,4164,4,74,46,95,120,95,77,95,90,95,83,business loan,13.89,0.01,Full Consent,Bhavnagar,Low Risk
B3102,2025-02-02,25,Male,Graduate,Salaried,Married,4,2,Tier1,78735,0,47359,27690,23902,0,185436,434022,128627,157348,28.0,7.0,0,8.6,75,1348,5,82,80,92,120,95,75,68,67,84,66,credit card,30.3,0.1354149003779873,Full Consent,Jamnagar,Low Risk
F1538,2025-06-15,27,Male,Graduate,Professional,Single,1,0,Metro,117196,0,46139,69981,4869,0,328495,667350,141257,238837,19.1,9.0,0,8.1,70,4072,4,92,77,95,120,95,94,90,72,95,90,credit card,30.28,0.01,Full Consent,Vadodara,Low Risk
B7466,2024-12-29,31,Male,Post Graduate,Salaried,Married,5,3,Tier2,100474,60047,59040,40366,33715,3009103,763021,247619,542669,2487053,18.4,13.0,0,10.3,62,2692,4,91,85,83,120,95,71,85,90,93,75,business loan,13.83,0.2439015281988422,Full Consent,Palanpur,Medium Risk
A1945,2025-02-28,25,Female,Graduate,Salaried,Single,1,0,Tier1,40000,0,32206,6313,3019,0,0,0,195273,302557,31.6,7.0,0,7.2,76,891,7,82,80,81,120,95,73,36,57,73,35,education loan,11.98,0.14058972993402966,Full Consent,Rajkot,Low Risk
B9649,2025-02-05,29,Male,Graduate,Self Employed,Married,2,0,Tier2,40000,10157,29256,7668,10166,0,44153,0,98382,327943,0.5,11.0,83795,7.9,66,1054,4,68,94,92,120,92,28,38,19,44,19,personal loan,18.62,0.24428762747701366,Full Consent,Godhra,Medium Risk
F5883,2024-08-21,25,Female,Graduate,Salaried,Single,1,0,Tier1,58692,0,22838,32855,3942,0,70384,0,411289,2000000,24.4,7.0,0,7.6,56,1897,7,83,81,87,120,95,71,33,33,58,40,education loan,11.97,0.39439798562113226,Full Consent,Rajkot,Medium Risk
B2360,2024-07-26,49,Male,Graduate,Professional,Married,2,0,Metro,40000,31235,26829,12153,8942,0,21978,0,266329,1441843,15.2,0.5,0,5.9,27,2165,4,70,75,79,120,85,55,21,47,46,37,home loan,9.72,0.5027131287184269,Full Consent,Surat,High Risk
B9716,2024-07-08,58,Female,Graduate,Professional,Married,5,3,Tier2,40000,27893,22602,17378,21529,0,0,0,165630,422575,10.2,18.6,0,3.1,20,4909,2,28,32,95,120,70,65,42,77,95,47,personal loan,17.69,0.08763874014212343,Full Consent,Porbandar,Low Risk
F1426,2024-06-29,25,Male,Graduate,Salaried,Single,1,0,Tier2,40000,0,28490,8407,2010,0,0,129040,23962,79875,0.5,3.6,0,11.9,60,815,4,94,82,86,76,95,27,47,24,46,28,credit card,30.34,0.3167413337882899,Full Consent,Nadiad,Medium Risk
C4913,2024-09-23,25,Male,Graduate,Self Employed,Married,5,3,Tier2,67909,0,36790,28361,19277,980181,0,538559,239424,1869683,22.5,7.0,170191,10.0,66,1319,6,75,70,95,120,95,68,80,81,91,74,education loan,12.69,0.1332031889735613,Full Consent,Bharuch,Low Risk
B2738,2025-06-14,47,Female,Graduate,Salaried,Married,3,1,Metro,61171,29907,39695,20474,9990,0,284409,586075,392308,5872416,0.5,0.5,0,5.4,28,6379,3,56,70,89,75,85,10,10,5,5,5,home loan,10.57,0.92,Full Consent,Gandhinagar,Very High Risk
B3367,2024-07-15,49,Male,Graduate,Salaried,Married,3,1,Tier2,48293,36237,31167,14980,12772,0,0,0,283479,1406810,24.1,31.0,0,3.7,36,3958,3,43,76,82,120,82,63,32,58,71,38,business loan,15.12,0.2536528118679839,Full Consent,Valsad,Medium Risk
E8256,2024-10-31,58,Male,Graduate,Professional,Single,1,0,Tier2,73296,0,38918,32267,3053,2260587,269073,0,98864,213813,27.8,13.0,0,3.6,10,20567,2,20,26,95,120,88,79,95,90,95,90,personal loan,18.17,0.01,Full Consent,Navsari,Low Risk
E6645,2025-01-19,32,Male,Post Graduate,Self Employed,Single,1,0,Metro,40000,0,26355,12006,530,0,25566,0,176493,961773,14.4,14.0,67872,9.2,48,1244,4,87,72,85,120,95,58,34,52,73,37,personal loan,18.68,0.36956250448133626,Full Consent,Vadodara,Medium Risk
B3893,2024-12-22,25,Male,Graduate,Salaried,Married,4,2,Tier2,40000,0,25561,13273,12628,0,23030,41678,42994,143314,32.1,6.4,0,7.7,42,1168,6,81,82,95,120,95,75,44,65,87,51,credit card,29.02,0.06422868124143652,Full Consent,Veraval,Low Risk
D1683,2025-01-08,26,Male,Graduate,Salaried,Single,1,0,Tier2,68530,0,37212,28790,4235,0,249650,0,261195,614391,18.6,8.0,0,7.1,65,833,4,77,90,95,120,95,80,65,55,89,67,auto loan,10.72,0.01,Full Consent,Mehsana,Low Risk
B5044,2024-09-13,44,Female,Graduate,Professional,Married,5,3,Tier2,40000,0,20206,18495,5793,0,0,0,141395,3840000,26.1,26.0,0,7.2,31,3105,5,69,47,95,120,95,30,10,21,19,5,home loan,10.38,0.8360947946076199,Full Consent,Godhra,Very High Risk
E7925,2025-05-15,39,Male,Graduate,Salaried,Married,5,3,Tier2,50467,14489,25574,22153,34005,0,181512,0,346251,1816812,24.2,21.0,0,4.2,35,2682,5,58,61,79,120,94,52,26,52,66,25,personal loan,17.69,0.5867181535996434,Full Consent,Mehsana,High Risk
F2621,2024-09-16,37,Male,Graduate,Professional,Married,2,0,Tier2,40000,30189,16109,22203,9002,0,0,0,188161,2880000,27.7,19.0,0,7.5,33,1849,2,74,57,87,120,95,35,10,27,37,5,business loan,14.68,0.7448893264059285,Full Consent,Junagadh,Very High Risk
E3381,2025-07-06,30,Female,Post Graduate,Salaried,Married,5,3,Tier2,72194,21517,41246,30379,4602,1432551,348565,509734,432297,1500000,29.0,12.0,0,9.0,68,1425,6,83,93,86,120,95,76,95,89,95,82,auto loan,11.34,0.0657667530467967,Full Consent,Morbi,Low Risk
A2411,2025-06-30,25,Female,Diploma,Self Employed,Single,1,0,Tier2,94440,0,63948,29429,3650,0,173417,0,166555,443721,0.5,7.0,167114,3.2,34,2407,5,46,75,95,117,95,42,52,30,43,44,personal loan,17.97,0.330540436502759,Full Consent,Junagadh,Medium Risk
E1231,2024-12-07,25,Female,Diploma,Salaried,Single,1,0,Tier2,41745,0,17380,21429,2958,0,65593,0,75813,252711,27.6,7.0,0,3.9,31,3790,3,74,78,95,120,95,79,55,64,86,57,credit card,29.73,0.08498189981020375,Full Consent,Veraval,Low Risk
F5857,2025-03-02,47,Male,Post Graduate,Salaried,Married,2,0,Tier2,60761,31797,37932,21312,5934,0,0,677702,259860,866201,26.5,29.0,0,5.7,31,2249,5,44,55,91,120,95,67,71,90,95,61,business loan,13.23,0.018158358538049896,Full Consent,Palanpur,Low Risk
E2315,2024-08-16,25,Female,Graduate,Salaried,Married,3,1,Tier2,112268,0,61724,48631,8319,2105012,446677,351045,560546,648867,6.4,7.0,0,7.3,60,2291,5,83,78,95,120,95,63,89,85,95,75,personal loan,17.52,0.1931505752710305,Full Consent,Godhra,Medium Risk
B8046,2025-05-19,41,Female,Post Graduate,Self Employed,Single,1,0,Tier2,69079,0,48931,17652,2809,0,180443,705082,355758,6631584,13.2,23.0,102435,7.1,33,4912,3,50,64,91,120,95,21,10,26,27,5,home loan,10.05,0.92,Full Consent,Junagadh,Very High Risk
C5190,2024-07-05,54,Male,Diploma,Salaried,Married,4,2,Tier1,117111,0,72758,43480,22464,4990597,674148,2947905,527183,3914028,19.7,35.1,0,1.7,10,12087,1,21,57,95,120,85,77,95,90,95,76,home loan,10.06,0.17212930083299655,Full Consent,Jamnagar,Low Risk
C5732,2024-09-02,41,Male,Graduate,Self Employed,Married,3,1,Tier2,107207,45357,57500,47378,12669,5081011,240938,696869,183393,6219902,26.2,17.9,202163,4.1,40,5323,3,61,58,95,120,95,66,77,83,81,58,home loan,10.02,0.3013240221039925,Full Consent,Vapi,Medium Risk
C2260,2025-07-29,26,Male,Diploma,Self Employed,Married,5,3,Tier2,40000,22891,20770,18097,4424,0,113341,0,106780,919795,11.4,8.0,79981,7.5,43,1338,5,49,78,95,120,95,81,51,65,76,63,auto loan,11.27,0.1357191593620729,Full Consent,Porbandar,Low Risk
A6171,2024-07-14,25,Female,Graduate,Salaried,Married,2,0,Tier2,85342,61956,38813,44411,8296,0,0,0,357489,731696,0.5,7.0,0,10.1,63,3418,5,91,90,92,105,95,42,51,23,42,40,personal loan,17.14,0.23950131363246416,Full Consent,Anand,Medium Risk
A5495,2024-07-30,36,Female,Graduate,Professional,Married,4,2,Tier2,112804,0,56884,53736,4315,2983534,318230,1231942,159362,8000000,8.1,18.0,0,4.9,42,5944,3,49,45,95,120,95,60,60,70,58,38,home loan,9.73,0.44841022820321086,Full Consent,Junagadh,High Risk
F1630,2024-10-03,35,Male,Graduate,Salaried,Single,1,0,Metro,73878,0,48484,22519,6027,0,192809,564036,240043,2000000,16.5,17.0,0,7.7,35,4519,4,55,53,85,120,95,68,57,65,90,56,personal loan,17.53,0.31905254930801324,Full Consent,Gandhinagar,Medium Risk
B6149,2025-03-19,47,Female,Graduate,Salaried,Single,1,0,Tier2,66993,0,29466,35283,3777,0,111964,416059,326729,1579781,18.2,20.3,0,4.3,29,4579,5,54,51,95,120,95,89,78,84,95,79,home loan,11.17,0.10245681100914825,Full Consent,Junagadh,Low Risk
D1452,2024-08-30,52,Male,Graduate,Self Employed,Married,3,1,Tier2,65150,0,48218,13778,18095,0,0,0,354574,609181,15.7,24.4,106765,3.9,12,9508,1,34,59,81,120,83,63,39,71,83,44,personal loan,19.22,0.2825969211685829,Full Consent,Valsad,Medium Risk
E3866,2024-07-21,40,Male,Graduate,Salaried,Married,3,1,Metro,58436,37647,27687,27139,9457,1756484,75168,249279,309323,1748123,7.2,19.8,0,7.5,34,2914,4,51,74,95,120,95,63,71,89,93,54,personal loan,18.04,0.2263208340443385,Full Consent,Surat,Medium Risk
D6745,2024-06-24,25,Male,Graduate,Salaried,Single,1,0,Tier2,62977,0,38920,20292,6107,0,0,291961,217058,500000,11.9,7.0,0,7.4,64,2711,5,86,79,93,120,95,68,50,56,87,51,credit card,30.31,0.1892711676515593,Full Consent,Anand,Medium Risk
D7408,2025-05-18,58,Male,Graduate,Professional,Married,2,0,Tier1,40000,26620,26145,11937,9637,0,0,0,258457,3840000,13.3,16.8,0,1.6,10,12794,1,44,27,89,120,72,30,10,10,12,5,home loan,10.46,0.92,Full Consent,Surendranagar,Very High Risk
A9230,2024-09-11,57,Female,Graduate,Salaried,Married,3,1,Tier2,49253,37998,24584,24370,19960,0,0,37550,186320,696304,33.3,34.7,0,4.8,21,4999,2,22,59,95,120,74,69,47,75,95,53,personal loan,17.52,0.17021457413679464,Full Consent,Bharuch,Low Risk
A4606,2025-04-09,39,Male,Graduate,Salaried,Married,5,3,Tier2,40569,27398,20479,18166,21936,0,0,55560,223478,1083027,12.5,21.0,0,4.7,25,3475,2,63,60,92,120,95,77,50,73,87,50,education loan,12.26,0.14916117592312808,Full Consent,Junagadh,Low Risk
F9589,2025-07-15,26,Male,Graduate,Self Employed,Single,1,0,Tier2,94278,0,48964,44449,4265,0,121307,0,169937,566459,34.0,8.0,138602,6.5,75,3412,4,67,72,95,120,95,88,71,51,80,79,education loan,12.19,0.08600286229246767,Full Consent,Vapi,Low Risk
A1553,2024-06-07,43,Male,Graduate,Professional,Single,1,0,Tier1,84457,0,49857,33229,1830,2439280,336858,609373,404775,8000000,21.9,17.4,0,6.1,29,4190,5,57,57,90,120,94,38,26,52,41,5,home loan,9.42,0.8277057466314749,Full Consent,Rajkot,Very High Risk
E6174,2024-12-24,25,Male,Graduate,Self Employed,Single,1,0,Tier2,63147,0,27910,33480,1807,0,0,0,120132,220459,25.9,7.0,138203,9.8,60,1726,6,65,76,95,120,95,94,61,61,91,80,auto loan,11.02,0.027395643640236333,Full Consent,Navsari,Low Risk
F2927,2025-02-11,46,Male,Graduate,Salaried,Married,4,2,Metro,55282,29096,38797,14997,6908,0,111320,0,120754,381627,29.3,28.0,0,5.1,21,6117,2,43,68,95,120,86,72,51,79,95,56,personal loan,17.85,0.010423382009627058,Full Consent,Gandhinagar,Low Risk
C6273,2025-05-16,25,Female,Graduate,Salaried,Single,1,0,Metro,59427,0,35930,22274,5250,0,161637,0,98747,315360,27.7,7.0,0,8.3,41,2937,6,87,82,95,120,95,74,58,50,78,63,education loan,12.46,0.06825584608962806,Full Consent,Vadodara,Low Risk
C4806,2024-10-09,37,Female,Diploma,Salaried,Married,5,3,Tier2,71489,16498,42062,26424,15530,2233385,0,0,281719,844337,23.2,19.0,0,8.0,31,3344,3,62,55,84,120,95,69,80,90,95,70,personal loan,17.62,0.1032814056367225,Full Consent,Navsari,Low Risk
A2775,2025-07-04,49,Male,Graduate,Salaried,Married,3,1,Tier2,82831,0,55145,27340,1775,4314490,214248,1981481,555810,2047023,22.9,31.0,0,6.6,32,7916,2,40,61,77,120,87,57,72,90,95,63,business loan,14.84,0.21306093460855874,Full Consent,Godhra,Medium Risk
E7731,2024-10-12,40,Male,Post Graduate,Salaried,Married,5,3,Metro,40000,0,24460,15403,13812,0,67327,0,211792,711764,18.1,22.0,0,3.4,31,1091,4,74,61,90,120,90,63,42,67,93,38,personal loan,18.62,0.2438256422323061,Full Consent,Vadodara,Medium Risk
A2054,2024-06-09,36,Male,Post Graduate,Salaried,Single,1,0,Tier2,68337,0,36013,28897,4058,1262278,186685,0,407857,1846231,29.6,18.0,0,5.3,14,8580,3,44,59,89,120,95,58,72,90,94,58,personal loan,16.68,0.21265060006319608,Full Consent,Nadiad,Medium Risk
B7240,2024-07-21,51,Female,Graduate,Salaried,Single,1,0,Tier1,40244,0,23748,15744,1281,0,0,0,162811,609132,25.1,33.0,0,1.6,10,6979,2,27,26,90,120,89,84,53,70,95,59,gold loan,12.57,0.09095337250584602,Full Consent,Jamnagar,Low Risk
E4894,2024-11-30,25,Female,Diploma,Salaried,Married,2,0,Tier2,83610,38609,60115,22525,7398,0,172334,709507,283937,379314,26.9,7.0,0,4.9,37,5054,4,61,49,89,120,95,67,69,74,91,63,personal loan,17.31,0.22291623138423003,Full Consent,Vapi,Medium Risk
A2278,2025-04-29,25,Male,Graduate,Salaried,Single,1,0,Tier2,60504,0,27658,32206,2258,0,123987,292524,169029,500000,21.3,0.5,0,7.8,73,1920,7,83,71,84,120,95,67,44,51,50,64,credit card,30.25,0.19935381829819257,Full Consent,Patan,Medium Risk
C1525,2025-06-25,44,Female,Graduate,Professional,Married,3,1,Tier2,76331,0,48439,24325,18374,1543794,0,0,266225,2000000,19.8,4.6,0,5.5,34,6557,5,61,75,93,120,94,61,76,90,95,71,personal loan,17.21,0.18709124532176832,Full Consent,Navsari,Medium Risk
D6478,2024-11-30,58,Male,Graduate,Professional,Married,5,3,Metro,62834,0,38505,23158,41883,0,0,636609,335002,1756364,22.0,32.2,0,3.6,17,8830,3,48,49,91,120,90,54,59,82,93,56,personal loan,17.57,0.27955869961904745,Full Consent,Vadodara,Medium Risk
B3575,2025-03-14,35,Male,Diploma,Self Employed,Married,2,0,Metro,115770,0,76474,37087,13107,4841531,545409,698869,298494,2000000,26.3,17.0,200095,6.3,50,2400,4,46,73,95,120,95,81,95,90,95,89,education loan,11.1,0.13484744059379933,Full Consent,Surat,Low Risk
A2916,2024-06-24,46,Female,Graduate,Salaried,Married,4,2,Tier2,71650,16673,48682,22273,23695,2095015,205177,0,382124,1756620,11.7,28.0,0,4.0,31,7048,4,45,71,80,120,94,55,72,90,95,59,personal loan,17.84,0.21876927890349673,Full Consent,Bharuch,Medium Risk
E2103,2024-08-15,54,Male,Diploma,Self Employed,Single,1,0,Tier2,49578,0,30088,17192,2765,0,0,86453,173037,375741,32.8,6.9,109279,2.5,12,9411,3,31,49,95,120,89,82,51,82,95,65,gold loan,12.11,0.06173075015270152,Full Consent,Patan,Low Risk
E7344,2025-07-18,33,Female,Graduate,Salaried,Single,1,0,Tier2,40000,0,20586,18682,2420,0,80127,171841,172339,1425597,28.5,15.0,0,8.1,59,674,5,80,92,94,120,95,69,34,64,76,40,education loan,12.72,0.28335956675380025,Full Consent,Anand,Medium Risk
F1587,2024-11-15,32,Male,Post Graduate,Salaried,Married,2,0,Tier1,79514,40505,36232,42414,6639,0,393187,908684,321290,2000000,25.9,14.0,0,11.7,64,3518,4,85,94,95,120,95,72,79,82,91,74,education loan,12.01,0.01,Full Consent,Bhavnagar,Low Risk
E9450,2024-08-28,44,Female,Graduate,Salaried,Married,4,2,Tier2,47174,30973,29490,15490,9494,0,0,0,161418,4528704,22.9,26.0,0,5.7,28,3928,3,45,58,95,120,94,36,10,27,18,5,home loan,9.88,0.92,Full Consent,Vapi,Very High Risk
E1040,2024-12-31,25,Female,Graduate,Professional,Single,1,0,Tier2,43174,0,21050,18661,1966,0,0,0,115610,668367,28.4,7.0,0,10.9,42,2563,6,78,76,95,120,95,91,62,57,77,60,auto loan,11.39,0.15335393427499597,Full Consent,Navsari,Low Risk
F3285,2024-06-15,34,Male,Graduate,Professional,Single,1,0,Tier2,92599,0,41955,47977,3116,2062107,205395,905457,632348,2000000,22.2,16.0,0,11.8,63,1354,7,92,77,88,120,95,61,83,77,93,74,personal loan,18.1,0.2681886209504705,Full Consent,Morbi,Medium Risk
A8319,2025-02-26,38,Female,Graduate,Salaried,Married,5,3,Tier2,80778,0,54485,22441,11148,3052436,582104,544118,228563,3463977,24.7,20.0,0,7.1,26,8339,5,42,52,95,120,95,53,66,88,87,47,business loan,14.2,0.3085031245471629,Full Consent,Nadiad,Medium Risk
